                                                       Column  Outliers
                      log-sigma-2-0-mm-3D_glrlm_RunPercentage         4
                    log-sigma-2-0-mm-3D_glrlm_LongRunEmphasis         4
                                  log-sigma-3-0-mm-3D_glcm_Id         4
                                 log-sigma-3-0-mm-3D_glcm_Idm         4
                     log-sigma-3-0-mm-3D_glcm_InverseVariance         4
                     log-sigma-3-0-mm-3D_glcm_Autocorrelation         4
                                wavelet-LLH_firstorder_Energy         4
                                   lbp-3D-k_firstorder_Energy         4
                                  lbp-3D-k_firstorder_Maximum         4
             logarithm_firstorder_RobustMeanAbsoluteDeviation         4
               log-sigma-2-0-mm-3D_gldm_HighGrayLevelEmphasis         4
             log-sigma-2-0-mm-3D_gldm_LargeDependenceEmphasis         4
                   log-sigma-2-0-mm-3D_gldm_DependenceEntropy         4
                                log-sigma-2-0-mm-3D_glcm_Idmn         4
                      logarithm_firstorder_InterquartileRange         4
            squareroot_glrlm_RunLengthNonUniformityNormalized         4
     log-sigma-2-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis         4
                                log-sigma-4-0-mm-3D_glcm_Idmn         4
                          square_glrlm_RunLengthNonUniformity         4
                square_glrlm_GrayLevelNonUniformityNormalized         4
                              original_gldm_DependenceEntropy         4
                        original_gldm_DependenceNonUniformity         4
                         original_gldm_GrayLevelNonUniformity         4
                           wavelet-LLH_glcm_DifferenceAverage         4
    log-sigma-1-0-mm-3D_glszm_SizeZoneNonUniformityNormalized         4
                                   logarithm_glrlm_RunEntropy         4
                       logarithm_gldm_DependenceNonUniformity         4
                               wavelet-LLH_glszm_ZoneVariance         4
                                 wavelet-LLH_ngtdm_Complexity         4
                          wavelet-LLH_glszm_LargeAreaEmphasis         4
            wavelet-LLH_glszm_SizeZoneNonUniformityNormalized         4
                                    lbp-3D-k_firstorder_Range         4
          log-sigma-1-0-mm-3D_glszm_HighGrayLevelZoneEmphasis         4
                     log-sigma-2-0-mm-3D_glcm_Autocorrelation         4
        wavelet-LHL_gldm_LargeDependenceHighGrayLevelEmphasis         4
                                         wavelet-LHL_glcm_Idn         4
                             wavelet-LHH_glcm_Autocorrelation         4
                                    wavelet-LHH_glcm_Contrast         4
                            logarithm_glszm_SmallAreaEmphasis         4
                logarithm_glszm_SmallAreaLowGrayLevelEmphasis         4
                       logarithm_glszm_GrayLevelNonUniformity         4
                                  lbp-3D-m2_firstorder_Energy         4
                      wavelet-LLL_gldm_GrayLevelNonUniformity         4
                           wavelet-LLL_gldm_GrayLevelVariance         4
                     wavelet-LLL_gldm_LargeDependenceEmphasis         4
                       log-sigma-1-0-mm-3D_firstorder_Maximum         4
             wavelet-LLL_glszm_SmallAreaHighGrayLevelEmphasis         4
                               wavelet-LHL_glszm_ZoneVariance         4
           wavelet-LHL_glszm_GrayLevelNonUniformityNormalized         4
                          wavelet-LHL_glszm_LargeAreaEmphasis         4
                      wavelet-LHL_glszm_SizeZoneNonUniformity         4
                         log-sigma-4-0-mm-3D_ngtdm_Coarseness         4
       log-sigma-4-0-mm-3D_glrlm_ShortRunLowGrayLevelEmphasis         4
   log-sigma-4-0-mm-3D_glszm_GrayLevelNonUniformityNormalized         4
                      log-sigma-5-0-mm-3D_firstorder_Variance         4
                          wavelet-LHH_firstorder_90Percentile         4
                    wavelet-LHH_firstorder_InterquartileRange         4
                   lbp-3D-m1_firstorder_MeanAbsoluteDeviation         4
                                  lbp-3D-m1_firstorder_Energy         4
                               wavelet-LLL_firstorder_Minimum         4
                                 wavelet-LLL_firstorder_Range         4
                              wavelet-LLL_firstorder_Variance         4
         wavelet-LLL_gldm_LargeDependenceLowGrayLevelEmphasis         4
                     wavelet-LLL_glrlm_GrayLevelNonUniformity         4
                               wavelet-HLL_firstorder_Minimum         4
                                         wavelet-LLL_glcm_Idm         4
                                         wavelet-LLL_glcm_Idn         4
                                        wavelet-LLL_glcm_Imc2         4
                             wavelet-LLL_glcm_ClusterTendency         4
                                 wavelet-LLL_glcm_Correlation         4
                           wavelet-LLL_glcm_DifferenceEntropy         4
                               wavelet-HHH_firstorder_Maximum         4
        wavelet-LHH_gldm_SmallDependenceHighGrayLevelEmphasis         4
                          wavelet-LHH_glszm_SmallAreaEmphasis         4
                                wavelet-HHL_glrlm_RunVariance         4
                           wavelet-HHL_glrlm_ShortRunEmphasis         4
                     wavelet-HHL_glrlm_GrayLevelNonUniformity         4
               exponential_glrlm_ShortRunLowGrayLevelEmphasis         4
                          wavelet-HHH_glcm_MaximumProbability         4
           wavelet-HHH_gldm_DependenceNonUniformityNormalized         4
                                      square_firstorder_Range         4
                                   square_firstorder_Variance         4
       log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis         4
                      log-sigma-5-0-mm-3D_glrlm_RunPercentage         4
             log-sigma-5-0-mm-3D_gldm_LargeDependenceEmphasis         4
                           wavelet-HLL_glcm_DifferenceAverage         4
                                          wavelet-HLL_glcm_Id         4
                                         wavelet-HLL_glcm_Idm         4
                                wavelet-HLL_glcm_ClusterShade         4
                      wavelet-HLL_glszm_SizeZoneNonUniformity         4
        wavelet-HHL_gldm_LargeDependenceHighGrayLevelEmphasis         4
                               wavelet-HHL_firstorder_Maximum         4
                 wavelet-HHL_firstorder_MeanAbsoluteDeviation         4
                               wavelet-HHL_firstorder_Minimum         4
                                 wavelet-HHL_firstorder_Range         4
                       wavelet-HHL_firstorder_RootMeanSquared         4
                      wavelet-HHL_glszm_SizeZoneNonUniformity         4
           wavelet-HHL_glrlm_RunLengthNonUniformityNormalized         4
                     wavelet-HLH_glszm_GrayLevelNonUniformity         4
                     gradient_glszm_HighGrayLevelZoneEmphasis         4
                      wavelet-HLL_gldm_GrayLevelNonUniformity         4
                                         wavelet-HLL_glcm_MCC         4
            gradient_gldm_LargeDependenceLowGrayLevelEmphasis         4
                             gradient_glcm_MaximumProbability         4
                     wavelet-HLH_gldm_DependenceNonUniformity         4
                             wavelet-HLH_glcm_InverseVariance         4
                          wavelet-HLH_glcm_MaximumProbability         4
                                          wavelet-HLH_glcm_Id         4
                                         wavelet-HLH_glcm_Idm         4
                                         wavelet-HLH_glcm_Idn         4
                          wavelet-HHL_firstorder_10Percentile         4
                          wavelet-HHL_firstorder_90Percentile         4
                             wavelet-HLH_glcm_ClusterTendency         4
                                    wavelet-HLH_glcm_Contrast         4
                                   square_firstorder_Kurtosis         4
                     log-sigma-5-0-mm-3D_glszm_ZonePercentage         4
                         log-sigma-5-0-mm-3D_ngtdm_Coarseness         4
                                           lbp-3D-k_glcm_Imc2         4
                                    lbp-3D-k_glcm_Correlation         4
                       original_shape_Maximum2DDiameterColumn         4
                        lbp-3D-k_gldm_SmallDependenceEmphasis         4
                        lbp-3D-k_gldm_LargeDependenceEmphasis         4
            lbp-3D-k_gldm_LargeDependenceLowGrayLevelEmphasis         4
                                            lbp-3D-k_glcm_MCC         4
                                            original_glcm_MCC         4
                             original_glcm_MaximumProbability         4
                                    original_glcm_Correlation         4
              original_firstorder_RobustMeanAbsoluteDeviation         4
                                   original_firstorder_Median         4
                                     gradient_glcm_SumSquares         4
                           diagnostics_Image-original_Maximum         3
                    original_firstorder_MeanAbsoluteDeviation         3
                                     original_firstorder_Mean         3
                          original_firstorder_RootMeanSquared         3
                                           original_glcm_Imc2         3
                        lbp-3D-k_glrlm_GrayLevelNonUniformity         3
                               lbp-3D-k_glrlm_LongRunEmphasis         3
                   lbp-3D-k_glrlm_LongRunLowGrayLevelEmphasis         3
                        lbp-3D-k_glrlm_RunLengthNonUniformity         3
                              lbp-3D-k_glrlm_ShortRunEmphasis         3
                                    original_shape_Elongation         3
                             lbp-3D-k_glszm_SmallAreaEmphasis         3
                             original_shape_Maximum3DDiameter         3
          log-sigma-5-0-mm-3D_glszm_HighGrayLevelZoneEmphasis         3
           log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis         3
                                   original_shape_SurfaceArea         3
                           log-sigma-5-0-mm-3D_ngtdm_Strength         3
                 lbp-3D-k_glszm_SmallAreaLowGrayLevelEmphasis         3
                         square_firstorder_InterquartileRange         3
             lbp-3D-m2_firstorder_RobustMeanAbsoluteDeviation         3
                             lbp-3D-k_firstorder_10Percentile         3
                             lbp-3D-k_firstorder_90Percentile         3
                       lbp-3D-k_firstorder_InterquartileRange         3
              lbp-3D-k_firstorder_RobustMeanAbsoluteDeviation         3
                          wavelet-LHL_glcm_MaximumProbability         3
                                lbp-3D-m2_firstorder_Kurtosis         3
                                 lbp-3D-m2_firstorder_Minimum         3
             wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis         3
                                   wavelet-LHL_ngtdm_Busyness         3
                                        wavelet-LHL_glcm_Imc1         3
                                        wavelet-LHL_glcm_Imc2         3
                     wavelet-LHL_glrlm_GrayLevelNonUniformity         3
                     wavelet-LHL_glrlm_RunLengthNonUniformity         3
                          square_glrlm_GrayLevelNonUniformity         3
                           log-sigma-4-0-mm-3D_ngtdm_Contrast         3
             square_gldm_SmallDependenceHighGrayLevelEmphasis         3
        log-sigma-4-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis         3
      log-sigma-4-0-mm-3D_glrlm_ShortRunHighGrayLevelEmphasis         3
             log-sigma-4-0-mm-3D_glszm_GrayLevelNonUniformity         3
     log-sigma-4-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis         3
                                  log-sigma-5-0-mm-3D_glcm_Id         3
                                log-sigma-5-0-mm-3D_glcm_Idmn         3
                                 log-sigma-5-0-mm-3D_glcm_Idn         3
                                wavelet-LHH_firstorder_Median         3
                                 wavelet-LHH_glcm_Correlation         3
                           wavelet-LHH_glcm_DifferenceAverage         3
                                          wavelet-LHH_glcm_Id         3
                                         wavelet-LHH_glcm_Idm         3
                                lbp-3D-m1_firstorder_Kurtosis         3
                                 lbp-3D-m1_firstorder_Minimum         3
                                   lbp-3D-m1_firstorder_Range         3
                       wavelet-LHH_gldm_HighGrayLevelEmphasis         3
                     wavelet-LHH_glrlm_GrayLevelNonUniformity         3
                   wavelet-LHH_glrlm_HighGrayLevelRunEmphasis         3
              wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis         3
                          lbp-2D_gldm_DependenceNonUniformity         3
                          lbp-2D_glrlm_GrayLevelNonUniformity         3
                               wavelet-HLL_firstorder_Maximum         3
                                 wavelet-HLL_firstorder_Range         3
                       wavelet-HLL_firstorder_RootMeanSquared         3
      log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis         3
                        log-sigma-3-0-mm-3D_glszm_ZoneEntropy         3
            log-sigma-4-0-mm-3D_firstorder_InterquartileRange         3
                                 squareroot_firstorder_Median         3
            squareroot_firstorder_RobustMeanAbsoluteDeviation         3
                        squareroot_firstorder_RootMeanSquared         3
                  log-sigma-3-0-mm-3D_glszm_GrayLevelVariance         3
              log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity         3
           log-sigma-4-0-mm-3D_glrlm_HighGrayLevelRunEmphasis         3
                           squareroot_firstorder_90Percentile         3
                                 squareroot_firstorder_Energy         3
                                   squareroot_firstorder_Mean         3
             log-sigma-4-0-mm-3D_gldm_DependenceNonUniformity         3
log-sigma-4-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis         3
                      wavelet-LHH_glszm_SizeZoneNonUniformity         3
            wavelet-LHH_glszm_SizeZoneNonUniformityNormalized         3
                                  wavelet-HLL_glcm_SumAverage         3
                                gradient_glszm_ZonePercentage         3
                                      gradient_ngtdm_Strength         3
                                     lbp-2D_firstorder_Energy         3
                             wavelet-HLL_glcm_Autocorrelation         3
                                wavelet-HLL_glcm_JointAverage         3
        wavelet-HLL_gldm_LargeDependenceHighGrayLevelEmphasis         3
                     wavelet-HLL_glrlm_GrayLevelNonUniformity         3
           wavelet-HLL_glrlm_GrayLevelNonUniformityNormalized         3
                   wavelet-HLL_glrlm_HighGrayLevelRunEmphasis         3
               wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis         3
                      log-sigma-3-0-mm-3D_firstorder_Kurtosis         3
                         log-sigma-3-0-mm-3D_firstorder_Range         3
                                         squareroot_glcm_Idmn         3
                                 squareroot_glcm_JointEntropy         3
             log-sigma-3-0-mm-3D_glrlm_RunLengthNonUniformity         3
                        log-sigma-3-0-mm-3D_glrlm_RunVariance         3
                   log-sigma-3-0-mm-3D_glrlm_ShortRunEmphasis         3
                              squareroot_glcm_ClusterTendency         3
                                  squareroot_glcm_Correlation         3
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis         3
                    log-sigma-3-0-mm-3D_glrlm_LongRunEmphasis         3
                       gradient_glrlm_LowGrayLevelRunEmphasis         3
                       wavelet-HLL_gldm_HighGrayLevelEmphasis         3
                        gradient_gldm_DependenceNonUniformity         3
                              gradient_gldm_GrayLevelVariance         3
                        gradient_glrlm_GrayLevelNonUniformity         3
                          wavelet-HLH_firstorder_90Percentile         3
                                           gradient_glcm_Imc2         3
                                   gradient_glcm_JointEntropy         3
                       wavelet-HLH_gldm_HighGrayLevelEmphasis         3
        wavelet-HLH_gldm_SmallDependenceHighGrayLevelEmphasis         3
                   wavelet-HLH_glrlm_HighGrayLevelRunEmphasis         3
                  wavelet-HLH_glszm_HighGrayLevelZoneEmphasis         3
                          wavelet-HLH_glszm_SmallAreaEmphasis         3
                    wavelet-HHL_firstorder_InterquartileRange         3
           wavelet-HHL_firstorder_RobustMeanAbsoluteDeviation         3
                                wavelet-HHL_glcm_ClusterShade         3
                                 wavelet-HHL_glcm_JointEnergy         3
                     wavelet-HHL_glrlm_RunLengthNonUniformity         3
                          wavelet-HHL_glszm_SmallAreaEmphasis         3
                     wavelet-HHH_gldm_DependenceNonUniformity         3
                          exponential_glszm_LargeAreaEmphasis         3
             exponential_glszm_LargeAreaHighGrayLevelEmphasis         3
              exponential_glszm_LargeAreaLowGrayLevelEmphasis         3
            exponential_glszm_SizeZoneNonUniformityNormalized         3
                   wavelet-HHL_glrlm_HighGrayLevelRunEmphasis         3
                                  wavelet-HHH_glcm_SumEntropy         3
                     wavelet-HHH_glrlm_GrayLevelNonUniformity         3
            wavelet-HHH_glszm_SizeZoneNonUniformityNormalized         3
                                    squareroot_ngtdm_Contrast         3
                            logarithm_firstorder_10Percentile         3
                            logarithm_firstorder_90Percentile         3
                               squareroot_glrlm_RunPercentage         3
            squareroot_glszm_GrayLevelNonUniformityNormalized         3
                                  squareroot_ngtdm_Coarseness         3
             log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity         3
                        log-sigma-2-0-mm-3D_glrlm_RunVariance         3
                   log-sigma-2-0-mm-3D_glrlm_ShortRunEmphasis         3
                   log-sigma-3-0-mm-3D_glcm_DifferenceEntropy         3
                  log-sigma-3-0-mm-3D_glcm_DifferenceVariance         3
                                  wavelet-LLL_firstorder_Mean         3
                       wavelet-LLL_firstorder_RootMeanSquared         3
                             wavelet-LLL_glcm_Autocorrelation         3
                                        wavelet-LLL_glcm_Idmn         3
                           wavelet-LLL_glrlm_ShortRunEmphasis         3
                     exponential_gldm_DependenceNonUniformity         3
                              wavelet-LLL_firstorder_Kurtosis         3
                   wavelet-LLL_glrlm_HighGrayLevelRunEmphasis         3
                            wavelet-LLL_glrlm_LongRunEmphasis         3
                                 wavelet-LLL_glrlm_RunEntropy         3
           wavelet-LLL_glrlm_RunLengthNonUniformityNormalized         3
                              wavelet-LLL_glrlm_RunPercentage         3
                       wavelet-LLL_gldm_HighGrayLevelEmphasis         3
      log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis         3
                        log-sigma-1-0-mm-3D_glszm_ZoneEntropy         3
                        log-sigma-2-0-mm-3D_firstorder_Energy         3
                                  logarithm_firstorder_Median         3
                         logarithm_firstorder_RootMeanSquared         3
                       logarithm_gldm_SmallDependenceEmphasis         3
                       logarithm_glrlm_GrayLevelNonUniformity         3
                  log-sigma-1-0-mm-3D_glszm_SmallAreaEmphasis         3
              log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity         3
log-sigma-2-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis         3
                                 logarithm_firstorder_Maximum         3
                                    logarithm_firstorder_Mean         3
                                log-sigma-2-0-mm-3D_glcm_Imc1         3
                         log-sigma-2-0-mm-3D_glcm_JointEnergy         3
                                 log-sigma-2-0-mm-3D_glcm_MCC         3
                                 wavelet-LLL_ngtdm_Coarseness         3
                                 wavelet-LLL_ngtdm_Complexity         3
                                   wavelet-LLL_ngtdm_Contrast         3
                                   wavelet-LLL_ngtdm_Strength         3
                        log-sigma-1-0-mm-3D_firstorder_Median         3
                       log-sigma-1-0-mm-3D_firstorder_Minimum         3
              logarithm_glszm_SizeZoneNonUniformityNormalized         3
                          wavelet-LLL_glszm_GrayLevelVariance         3
                  wavelet-LLL_glszm_HighGrayLevelZoneEmphasis         3
                                 log-sigma-1-0-mm-3D_glcm_Idn         3
                      log-sigma-2-0-mm-3D_firstorder_Skewness         3
                    log-sigma-2-0-mm-3D_firstorder_Uniformity         3
                   log-sigma-2-0-mm-3D_glcm_ClusterProminence         3
             log-sigma-1-0-mm-3D_glrlm_GrayLevelNonUniformity         3
                        lbp-3D-k_gldm_DependenceNonUniformity         3
                                    square_firstorder_Maximum         3
                     wavelet-LLH_glszm_GrayLevelNonUniformity         3
                             wavelet-LLH_glcm_InverseVariance         3
                           wavelet-LLH_gldm_DependenceEntropy         3
        wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis         3
                     wavelet-LLH_glrlm_GrayLevelNonUniformity         3
                          wavelet-LLH_glszm_SmallAreaEmphasis         3
             wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis         3
                                wavelet-LLH_glszm_ZoneEntropy         3
         log-sigma-5-0-mm-3D_firstorder_MeanAbsoluteDeviation         3
                         log-sigma-5-0-mm-3D_firstorder_Range         3
   log-sigma-5-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation         3
                   log-sigma-5-0-mm-3D_glcm_ClusterProminence         3
                     log-sigma-5-0-mm-3D_glcm_ClusterTendency         3
                            log-sigma-5-0-mm-3D_glcm_Contrast         3
            log-sigma-5-0-mm-3D_firstorder_InterquartileRange         3
                       log-sigma-5-0-mm-3D_firstorder_Maximum         3
log-sigma-5-0-mm-3D_gldm_SmallDependenceHighGrayLevelEmphasis         3
           log-sigma-5-0-mm-3D_glrlm_HighGrayLevelRunEmphasis         3
        log-sigma-5-0-mm-3D_glrlm_LongRunLowGrayLevelEmphasis         3
                                     square_firstorder_Median         3
                square_firstorder_RobustMeanAbsoluteDeviation         3
                      square_firstorder_MeanAbsoluteDeviation         3
                  log-sigma-5-0-mm-3D_glcm_MaximumProbability         3
                          log-sigma-5-0-mm-3D_glcm_SumSquares         3
                        original_shape_Maximum2DDiameterSlice         2
                                       square_firstorder_Mean         2
                        log-sigma-5-0-mm-3D_glcm_JointEntropy         2
                          log-sigma-5-0-mm-3D_glcm_SumEntropy         2
     log-sigma-5-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis         2
             log-sigma-5-0-mm-3D_gldm_DependenceNonUniformity         2
                   log-sigma-5-0-mm-3D_gldm_GrayLevelVariance         2
                  log-sigma-5-0-mm-3D_glrlm_GrayLevelVariance         2
                               original_shape_MinorAxisLength         2
                            square_firstorder_RootMeanSquared         2
                                log-sigma-5-0-mm-3D_glcm_Imc2         2
                         log-sigma-5-0-mm-3D_glcm_JointEnergy         2
      log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis         2
                        log-sigma-4-0-mm-3D_glszm_ZoneEntropy         2
                     log-sigma-4-0-mm-3D_glszm_ZonePercentage         2
                square_gldm_DependenceNonUniformityNormalized         2
             lbp-3D-m1_firstorder_RobustMeanAbsoluteDeviation         2
                                 wavelet-LHH_firstorder_Range         2
                                wavelet-LHH_glcm_ClusterShade         2
                     wavelet-LHH_glrlm_RunLengthNonUniformity         2
                          lbp-2D_glrlm_RunLengthNonUniformity         2
                                    lbp-3D-m1_firstorder_Mean         2
                       log-sigma-4-0-mm-3D_firstorder_Maximum         2
         log-sigma-4-0-mm-3D_firstorder_MeanAbsoluteDeviation         2
                              wavelet-HLL_firstorder_Kurtosis         2
                             wavelet-LHH_glcm_InverseVariance         2
             logarithm_gldm_DependenceNonUniformityNormalized         2
                         log-sigma-1-0-mm-3D_ngtdm_Coarseness         2
                  log-sigma-2-0-mm-3D_firstorder_90Percentile         2
                                log-sigma-2-0-mm-3D_glcm_Imc2         2
                     log-sigma-2-0-mm-3D_glcm_InverseVariance         2
                        log-sigma-2-0-mm-3D_glcm_JointEntropy         2
                          log-sigma-2-0-mm-3D_glcm_SumEntropy         2
                          log-sigma-2-0-mm-3D_glcm_SumSquares         2
                   log-sigma-2-0-mm-3D_gldm_GrayLevelVariance         2
                                           logarithm_glcm_MCC         2
                     wavelet-LLL_glszm_GrayLevelNonUniformity         2
                                   wavelet-LLL_ngtdm_Busyness         2
                                 log-sigma-2-0-mm-3D_glcm_Idm         2
                  log-sigma-1-0-mm-3D_glcm_MaximumProbability         2
             log-sigma-1-0-mm-3D_gldm_DependenceNonUniformity         2
             log-sigma-4-0-mm-3D_glrlm_GrayLevelNonUniformity         2
                        square_glszm_LowGrayLevelZoneEmphasis         2
                                squareroot_firstorder_Maximum         2
   log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized         2
          log-sigma-3-0-mm-3D_glszm_HighGrayLevelZoneEmphasis         2
           log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis         2
             wavelet-LHH_glszm_SmallAreaHighGrayLevelEmphasis         2
                                wavelet-LHH_glszm_ZoneEntropy         2
                                 log-sigma-4-0-mm-3D_glcm_MCC         2
                             wavelet-HLL_glcm_InverseVariance         2
                               lbp-2D_firstorder_10Percentile         2
                                   lbp-2D_firstorder_Skewness         2
                  wavelet-LHH_glszm_HighGrayLevelZoneEmphasis         2
            wavelet-HLL_glszm_SizeZoneNonUniformityNormalized         2
                          wavelet-HLL_glszm_SmallAreaEmphasis         2
                              wavelet-HLL_firstorder_Skewness         2
                                 wavelet-HLL_glcm_Correlation         2
                                        wavelet-HLL_glcm_Imc1         2
                                        wavelet-HLL_glcm_Imc2         2
       log-sigma-2-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis         2
   log-sigma-2-0-mm-3D_glszm_GrayLevelNonUniformityNormalized         2
                             wavelet-LLL_glcm_InverseVariance         2
                                log-sigma-3-0-mm-3D_glcm_Imc1         2
             log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformity         2
                     wavelet-LLL_glrlm_RunLengthNonUniformity         2
                                wavelet-LLL_glrlm_RunVariance         2
              wavelet-LLL_glrlm_ShortRunHighGrayLevelEmphasis         2
                          wavelet-LLL_firstorder_90Percentile         2
                               wavelet-LLL_firstorder_Entropy         2
                                wavelet-LLL_glcm_JointAverage         2
                                 wavelet-LLL_glcm_JointEnergy         2
                                wavelet-LLL_glcm_JointEntropy         2
                                  wavelet-LLL_glcm_SumAverage         2
                     wavelet-LLL_gldm_DependenceNonUniformity         2
        wavelet-LLL_gldm_LargeDependenceHighGrayLevelEmphasis         2
               wavelet-LLL_glrlm_LongRunHighGrayLevelEmphasis         2
                              wavelet-HHL_glrlm_RunPercentage         2
            wavelet-HHL_glszm_SizeZoneNonUniformityNormalized         2
                                wavelet-HHL_firstorder_Median         2
                             wavelet-HHL_glcm_Autocorrelation         2
                           wavelet-HHH_gldm_DependenceEntropy         2
                     exponential_glrlm_GrayLevelNonUniformity         2
               exponential_glrlm_LongRunHighGrayLevelEmphasis         2
                            wavelet-HHL_glrlm_LongRunEmphasis         2
                     wavelet-HHH_glrlm_RunLengthNonUniformity         2
                                wavelet-HHH_glszm_ZoneEntropy         2
                                  wavelet-HHH_firstorder_Mean         2
                               wavelet-HHH_firstorder_Minimum         2
                         log-sigma-2-0-mm-3D_glcm_Correlation         2
                   log-sigma-2-0-mm-3D_glcm_DifferenceAverage         2
                  log-sigma-2-0-mm-3D_glcm_DifferenceVariance         2
                                  log-sigma-2-0-mm-3D_glcm_Id         2
                          wavelet-HHH_gldm_DependenceVariance         2
                      squareroot_gldm_LargeDependenceEmphasis         2
                         log-sigma-2-0-mm-3D_ngtdm_Coarseness         2
                       log-sigma-3-0-mm-3D_firstorder_Maximum         2
                        log-sigma-3-0-mm-3D_firstorder_Median         2
                       log-sigma-3-0-mm-3D_firstorder_Minimum         2
       log-sigma-3-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis         2
              gradient_glrlm_RunLengthNonUniformityNormalized         2
                                 gradient_glrlm_RunPercentage         2
                      log-sigma-4-0-mm-3D_firstorder_Skewness         2
             log-sigma-3-0-mm-3D_glrlm_GrayLevelNonUniformity         2
                                     gradient_glcm_SumEntropy         2
                         gradient_gldm_GrayLevelNonUniformity         2
                        gradient_gldm_LargeDependenceEmphasis         2
              gradient_glrlm_GrayLevelNonUniformityNormalized         2
                                    gradient_glrlm_RunEntropy         2
                        gradient_glrlm_RunLengthNonUniformity         2
                          wavelet-HLH_gldm_DependenceVariance         2
        wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis         2
               wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis         2
                                wavelet-HLL_glszm_ZoneEntropy         2
                          wavelet-HLH_firstorder_10Percentile         2
                    wavelet-HLH_firstorder_InterquartileRange         2
           wavelet-HLH_firstorder_RobustMeanAbsoluteDeviation         2
                             wavelet-HLH_glcm_Autocorrelation         2
              wavelet-HLH_glrlm_ShortRunHighGrayLevelEmphasis         2
           wavelet-HLH_glszm_GrayLevelNonUniformityNormalized         2
              wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis         2
                                wavelet-HLH_glszm_ZoneEntropy         2
                           wavelet-HLH_gldm_DependenceEntropy         2
           wavelet-HLH_gldm_DependenceNonUniformityNormalized         2
                                    gradient_firstorder_Range         2
                                           gradient_glcm_Idmn         2
                     wavelet-HLH_glrlm_RunLengthNonUniformity         2
                                        wavelet-HHL_glcm_Imc1         2
                          wavelet-HHL_glcm_MaximumProbability         2
                           wavelet-HHL_gldm_DependenceEntropy         2
                          wavelet-HHL_gldm_DependenceVariance         2
                     wavelet-HHL_gldm_LargeDependenceEmphasis         2
                                 gradient_firstorder_Kurtosis         2
                                  gradient_firstorder_Maximum         2
                                   lbp-3D-m2_firstorder_Range         2
                                lbp-3D-m2_firstorder_Skewness         2
                                  lbp-3D-k_firstorder_Minimum         2
                          wavelet-LLH_glszm_GrayLevelVariance         2
                                    original_shape_Sphericity         2
                                 wavelet-LHL_glcm_Correlation         2
                             wavelet-LHL_glcm_InverseVariance         2
                     wavelet-LHL_gldm_DependenceNonUniformity         2
                         lbp-3D-m1_firstorder_RootMeanSquared         2
                            lbp-3D-m2_firstorder_10Percentile         2
                      lbp-3D-m2_firstorder_InterquartileRange         2
               wavelet-LHL_glrlm_LongRunHighGrayLevelEmphasis         2
              wavelet-LHL_glrlm_ShortRunHighGrayLevelEmphasis         2
              wavelet-LHL_glszm_LargeAreaLowGrayLevelEmphasis         2
            wavelet-LHL_glszm_SizeZoneNonUniformityNormalized         2
             square_gldm_LargeDependenceHighGrayLevelEmphasis         2
                               square_glrlm_GrayLevelVariance         2
                                      square_glrlm_RunEntropy         2
                         original_glszm_SizeZoneNonUniformity         2
               original_glszm_SizeZoneNonUniformityNormalized         2
                                original_glszm_ZonePercentage         2
                         log-sigma-2-0-mm-3D_firstorder_Range         2
                     log-sigma-2-0-mm-3D_glcm_ClusterTendency         2
                            log-sigma-2-0-mm-3D_glcm_Contrast         2
           wavelet-LLH_glszm_GrayLevelNonUniformityNormalized         2
                                 wavelet-LLH_firstorder_Range         2
                                          wavelet-LLH_glcm_Id         2
                                         wavelet-LLH_glcm_Idm         2
